货币符号, 订单方向, 入场价格, 入场时间(GTM+2), 入场原因, 成败, 反思
NZDJPY, 卖单, 72.986, 2018.10.25 05:10, 全球股市下滑，黄金上扬避险；NZD与股市正相关，JPY与避险正相关, 失败, 入场早了
